AdvertiserID,Auction,Impression,Click,Conversion,Cost,Win-Rate,CPM,eCPC,CTR,CVR
43,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
44,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
45,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
46,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
47,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
49,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
50,148,15,0,0,0.0,0.10135135135135136,0.0,0.0,0.0,0.0
51,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
52,113,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
53,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
54,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
55,117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
56,38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
57,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
58,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
59,1002,1,0,0,0.0,0.000998003992015968,0.0,0.0,0.0,0.0
60,1144,531,11,0,1109549666.375,0.46416083916083917,2089547394.3032014,100868151.48863636,0.02071563088512241,0.0
61,7,1,0,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
62,132,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
63,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
64,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
65,125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
66,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67,178,1,0,0,0.0,0.0056179775280898875,0.0,0.0,0.0,0.0
68,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
69,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
70,73,6,0,0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0
71,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
72,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
74,40,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
75,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
76,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
77,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
78,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
79,732,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80,926,9,0,1,0.0,0.009719222462203024,0.0,0.0,0.0,0.0
81,135,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
82,81,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
83,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
84,64,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
85,164,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
86,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
87,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
88,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
89,64,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
90,19447,14191,229,6,8305466008.591,0.7297269501722631,585262913.7193291,36268410.51786463,0.016136988231978015,0.026200873362445413
91,16,2,0,0,0.004,0.125,2.0,0.0,0.0,0.0
92,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
93,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
94,668,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
95,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
96,63,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
97,60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
98,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
99,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100,389,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
101,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
103,141,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
106,330,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
107,72,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
109,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
112,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
113,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
114,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
116,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
117,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
118,65,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
119,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120,180,704,4,0,0.0,3.911111111111111,0.0,0.0,0.005681818181818182,0.0
121,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
122,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
123,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
124,455,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
125,66,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
126,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
127,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
128,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
129,61,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
131,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
132,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
133,270,1,0,0,0.0,0.003703703703703704,0.0,0.0,0.0,0.0
134,247,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
135,51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
136,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
137,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
138,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
139,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140,381,1,0,0,0.0,0.0026246719160104987,0.0,0.0,0.0,0.0
141,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
143,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
144,25,1,0,0,0.002,0.04,2.0,0.0,0.0,0.0
145,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
146,613,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
147,71,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
148,781,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
149,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
151,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
153,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
154,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
156,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
157,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
158,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
159,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
160,848,7581,88,0,0.0,8.939858490566039,0.0,0.0,0.011607967286637646,0.0
161,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
162,382,1,0,0,0.0,0.002617801047120419,0.0,0.0,0.0,0.0
163,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
164,544,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
165,113,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
166,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
167,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
168,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
169,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
171,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
172,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
173,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
174,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
175,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
176,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
177,239,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
178,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
179,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
180,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
181,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
183,517,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
184,117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
185,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
186,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187,24,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
188,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
189,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
190,25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
191,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
192,64,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
193,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
194,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
195,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
196,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
200,1392,3120,9,0,883807559.4200001,2.2413793103448274,283271653.6602564,98200839.93555556,0.0028846153846153848,0.0
201,464,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
202,73,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
203,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
204,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205,53,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
206,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
207,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
208,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
209,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
210,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
211,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
212,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
213,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
214,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
215,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
216,1782,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
217,300,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
218,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
219,449,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
220,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
221,74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
222,84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
223,38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
224,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
225,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
226,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
227,278,28,3,0,0.0,0.10071942446043165,0.0,0.0,0.10714285714285714,0.0
228,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
229,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
230,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
231,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
232,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
233,147,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
234,56,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
235,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
236,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
237,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
238,491,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
239,85,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
240,46,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
241,32,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
242,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
243,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
244,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
245,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
246,25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
247,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
248,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
249,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
250,34081,16277,219,20,6274753361.881,0.47759748833660987,385498148.4229895,28651841.835073058,0.013454567795048228,0.091324200913242
251,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
252,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
253,99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
254,68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
255,2779,2017,10,2,1360.312,0.7258006477150054,674.4234010907287,136.03119999999998,0.00495785820525533,0.2
263,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
269,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
271,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
274,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
275,508,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
276,560,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
277,140,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
278,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
279,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
280,4214,4606,44,0,2244125969.383,1.0930232558139534,487217969.9051238,51002862.94052272,0.009552757273122015,0.0
281,16,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
282,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
283,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
284,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
285,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
286,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
287,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
288,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
289,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
290,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
291,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
292,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
293,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
294,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
295,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
297,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
298,182,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
299,60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
300,10114,39104,469,41,0.0,3.866323907455013,0.0,0.0,0.011993657937806873,0.08742004264392324
301,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
302,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
303,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
304,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
305,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
306,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
307,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
308,298,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
309,81,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
310,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
311,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
312,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
313,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
314,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
315,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
316,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
317,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
318,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
319,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
320,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
321,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
322,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
323,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
324,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
325,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
326,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
333,348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
334,155,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
335,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
336,1569,9435,130,3,0.0,6.013384321223709,0.0,0.0,0.01377848436671966,0.023076923076923078
337,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
338,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
339,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
340,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
341,25,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
342,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
343,24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
344,130,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
345,45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
346,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
348,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
349,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
350,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
351,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
352,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
353,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
354,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
355,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
356,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
357,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
358,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
359,53,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
360,32,352,4,0,0.0,11.0,0.0,0.0,0.011363636363636364,0.0
361,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
362,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
363,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
366,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
367,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
368,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
369,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
370,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
371,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
372,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
373,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
374,245,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
375,54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
376,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
377,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
378,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
379,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
380,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
381,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
382,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
383,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
384,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
385,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
386,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
387,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
388,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
393,171,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
394,127,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
395,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
397,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
399,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
468,305,1857,26,0,0.0,6.088524590163934,0.0,0.0,0.014001077005923533,0.0
600,2858,2285,12,0,2314005827.848,0.7995101469559133,1012694016.5636762,192833818.98733333,0.00525164113785558,0.0
728,3111,18610,229,3,0.0,5.981999357119897,0.0,0.0,0.012305212251477701,0.013100436681222707
910,9,37,0,0,0.0,4.111111111111111,0.0,0.0,0.0,0.0
950,1683,16423,39,4,0.0,9.758169934640524,0.0,0.0,0.0023747183827558913,0.10256410256410256
960,545,2270,19,0,0.0,4.165137614678899,0.0,0.0,0.008370044052863436,0.0
1000,1422,15378,328,12,0.0,10.814345991561181,0.0,0.0,0.02132917154376382,0.036585365853658534
1458,10,93,4,0,6.516,9.3,70.06451612903227,1.629,0.043010752688172046,0.0
3358,75,196,7,6,21.149,2.6133333333333333,107.90306122448979,3.0212857142857144,0.03571428571428571,0.8571428571428571
3386,46,116,7,0,13.266,2.5217391304347827,114.36206896551725,1.8951428571428572,0.0603448275862069,0.0
3427,45,73,3,0,6.898,1.6222222222222222,94.49315068493149,2.2993333333333332,0.0410958904109589,0.0
3476,0,16,0,0,0.919,0.0,57.4375,0.0,0.0,0.0
210676,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
519302,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2200898,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4649635,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4781183,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4846192,5,207,0,0,0.0,41.4,0.0,0.0,0.0,0.0
8411349,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8527912,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
9048711,4,1,0,0,0.0,0.25,0.0,0.0,0.0,0.0
9623177,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10193524,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
11486215,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12239711,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
